Life Regen,ライフ再生
Recover {0}% of maximum Life when you Kill a Cursed Enemy,呪われた敵を倒した際に最大ライフの {0}% を回復する
Recover {0}% of maximum Life when you Suppress Spell Damage,呪文ダメージを抑制した際に最大ライフの {0}% を回復する
Lose {0}% of maximum Life when you Suppress Spell Damage,呪文ダメージを抑制した際に最大ライフの {0}% を失う
Recover {0}% of maximum Life when you Curse a Non-Cursed Enemy,呪われていない敵を呪った時に最大ライフの{0}%を回復する
Recover {0}% of maximum Mana when you Curse a Non-Cursed Enemy,呪われていない敵を呪った時にマナの{0}%を回復する
{0}% chance to Recover {1}% of maximum Mana when you use a Skill while affected by Clarity,明晰の影響を受けている間にスキルを使用すると最大マナの {1}% を回復する確率 {0}%
Recover {0}% of maximum Energy Shield per Steel Shard Consumed,消費したスティールシャード1個ごとにエナジーシールドの{0}%を回復する
Recover {0}% of maximum Energy Shield when you Block Spell Damage while wielding a Staff,スタッフを装備している間に呪文ダメージをブロックした際に最大エナジーシールドの {0}% を回復する
Recover {0}% of maximum Life when you gain Adrenaline,アドレナリン獲得時にライフの{0}%を回復する
Recover {0}% of maximum Life when you Block Attack Damage while wielding a Staff,スタッフ装備中はアタックダメージをブロックした時にライフの{0}%を回復する
Recover {0}% of maximum Life when you Ignite a non-Ignited Enemy,プレイヤーが発火状態でない敵を発火させた時にライフの{0}%を回復する
Recover {0}% of maximum Life when you use a Life Flask while on Low Life,低ライフの状態でライフフラスコを使用した際に最大ライフの {0}% を回復する
Recover {0}% of maximum Mana when a Brand expires while Attached,ブランドが付着状態の時に消えるとマナの{0}%を回復する
Recover {0}% of maximum Life on Killing a Chilled Enemy,冷却状態の敵を倒すとライフの{0}%を回復する
Recover {0}% of maximum Life when you Kill an Enemy while you have Rage,憤怒がある時にプレイヤーが敵を倒すとライフの{0}%を回復する
Recover {0}% of maximum Life on Killing a Poisoned Enemy,毒状態の敵を倒すと最大ライフの{0}%を回復する
Recover {0}% of maximum Mana when a Charm is used,チャームを使用した時にマナの{0}%を回復する
Recover {0}% of maximum Mana when you Freeze an Enemy,敵を凍結させた時にマナの{0}%を回復する
Recover {0}% of maximum Mana over {1} second when you use a Guard Skill,ガードスキルを使用した際に {1} 秒間で最大マナの {0}% を回復する
Recover {0}% of maximum Life when you use a Skill,スキルを使用した時にライフの{0}%を回復する
Recover {0}% of maximum Life per Poison affecting Enemies you Kill,プレイヤーが倒した敵に付与した毒のスタック数ごとにライフの{0}%を回復する
{0}% chance to refresh Endurance Charge Duration when you are Hit,ヒットされた際にエンデュランスチャージの持続時間をリフレッシュする確率 {0}%
{0}% chance to refresh Ignite Duration on Critical Hit,クリティカルヒット時に点火の持続時間をリフレッシュする確率 {0}%
Regenerate {0}% of maximum Energy Shield over {1} second when Stunned,スタン中に {1} 秒間で最大エナジーシールドの {0}% を再生する
Regenerate {0}% maximum Life over one second when hit while affected by Vitality,バイタリティの影響を受けている時にヒットを受けるとライフの{0}%を1秒かけて自動回復する
Regenerate {0}% of maximum Life over {1} second when Stunned,スタン中に {1} 秒間で最大ライフの {0}% を再生する
Regenerate Mana equal to {0}% of maximum Life per second,毎秒最大ライフの{0}%と同量のマナを自動回復する
Regenerate {0}% maximum Life over one second when Hit while Sane,正気状態の時にヒットを受けるとライフの{0}%を1秒かけて自動回復する
Regenerate {0}% of maximum Energy Shield over {1} seconds when you Consume a corpse,死体を消費した際に {1} 秒間で最大エナジーシールドの {0}% を再生する
Regenerate {0}% of maximum Mana over {1} seconds when you Consume a corpse,死体を消費した際に {1} 秒間で最大マナの {0}% を再生する
{0}% increased Crossbow Reload Speed,クロスボウのリロードスピードが{0}%増加する
{0}% reduced Crossbow Reload Speed,クロスボウのリロードスピードが{0}%減少する
Recover {0}% of maximum Mana and Energy Shield when you Focus,フォーカス時にマナおよびエナジーシールドの{0}%を回復する
Critical Hits with Lightning Skills Sap the Enemy,雷のスキルによるクリティカルヒットは敵をサップする
"Enemy for 4 seconds, dealing 8% of the Killed Enemy's maximum Life as Fire Damage per second",4秒間、敵の最大ライフの8%を毎秒火炎ダメージとして与える
Take {0} Chaos damage per second per Endurance Charge,エンデュランスチャージごとに毎秒{0}の混沌ダメージを受ける
{0}% increased Extra Damage taken from Critical Hits while Ignited,点火中にクリティカルヒットから受ける追加ダメージが {0}% 増加する
{0}% reduced Extra Damage taken from Critical Hits while Ignited,点火中にクリティカルヒットから受ける追加ダメージが {0}% 減少する
each Warcry Empowering the Attack,攻撃を強化する各ウォークライ
Take no Extra Damage from Critical Hits if you have taken a Critical Hit Recently,最近クリティカルヒットを受けた場合、クリティカルヒットからの追加ダメージを受けない
Take no Extra Damage from Critical Hits if you have a Magic Ring in left slot,左スロットにマジックリングがある場合、クリティカルヒットからの追加ダメージを受けない
You take no Extra Damage from Critical Hits while there is only one nearby Enemy,近くに敵が1体だけの場合、クリティカルヒットからの追加ダメージを受けない
"While there is at most one Rare or Unique Enemy nearby, you take no Extra Damage from Critical Hits",近くにレアまたはユニークな敵が1体以下の場合、クリティカルヒットからの追加ダメージを受けない
You take no Extra Damage from Critical Hits while Elusive,エルーシブ中はクリティカルヒットからの追加ダメージを受けない
Fully Armour Broken enemies you kill with Hits Shatter,プレイヤーがヒットで倒した完全アーマー破壊状態の敵は粉砕される
{0}% increased Shock Chance against Electrocuted Enemies,感電した敵に対する感電の確率が {0}% 増加する
{0}% reduced Shock Chance against Electrocuted Enemies,感電した敵に対する感電の確率が {0}% 減少する
{0}% increased Magnitude of Shock you inflict with Critical Hits,クリティカルヒットで与える感電の大きさが {0}% 増加する
{0}% reduced Magnitude of Shock you inflict with Critical Hits,クリティカルヒットで与える感電の大きさが {0}% 減少する
Shocking Hits have a {0}% chance to also Shock enemies in a {1} metre radius,感電中のヒットには {0}% の確率で {1} メートルの半径内の敵にも感電を与える
Shocks always apply,感電は常に適用される
Shock Effect is based on the Damage of the Hit inflicting it,感電効果はそれを与えるヒットのダメージに基づく
{0}% increased effect of Chill and Shock on you,プレイヤーに対する冷却および感電の効果が{0}%増加する
{0}% reduced effect of Chill and Shock on you,プレイヤーに対する冷却および感電の効果が{0}%減少する
{0}% increased effect of Shock on you,プレイヤーに対する感電の効果が{0}%増加する
{0}% reduced effect of Shock on you,プレイヤーに対する感電の効果が{0}%減少する
Skills deal {0}% increased Brand Damage with Hits to their Branded Enemy,スキルはブランドが付着した敵に対するブランドのヒットダメージが{0}%増加する
Skills deal {0}% reduced Brand Damage with Hits to their Branded Enemy,スキルはブランドが付着した敵に対するブランドのヒットダメージが{0}%減少する
{0}% increased Brand Critical Hit Chance,ブランドのクリティカルヒット率が{0}%増加する
{0}% reduced Brand Critical Hit Chance,ブランドのクリティカルヒット率が{0}%減少する
{0}% to Brand Critical Damage Bonus,ブランドのクリティカルダメージボーナス {0}%
Skeletons have {0}% increased Reservation,スケルトンはリザーブが{0}%増加する
Skeletons have {0}% reduced Reservation,スケルトンはリザーブが{0}%減少する
